customer_id,period,segment,region,test_group,spend,txns,eligible_spend
217,post,Budget Occasional,Northeast,treatment,558.4300000000001,17.0,58.27
218,pre,Mainstream,Midwest,control,1755.14,28.0,191.18
218,post,Mainstream,Midwest,control,1365.09,20.0,60.24
219,pre,Dormant Reactivation,Northeast,treatment,529.56,12.0,41.87
219,post,Dormant Reactivation,Northeast,treatment,292.32,3.0,0.0
220,pre,Mainstream,Southwest,control,1927.53,20.0,0.0
220,post,Mainstream,Southwest,control,1021.63,20.0,149.53
221,pre,Budget Occasional,Southwest,treatment,696.6800000000001,17.0,75.73
221,post,Budget Occasional,Southwest,treatment,795.8,19.0,113.44
222,pre,Affluent Frequent,Southeast,treatment,976.15,13.0,200.52
222,post,Affluent Frequent,Southeast,treatment,2083.27,26.0,339.71
223,pre,Budget Occasional,Southeast,treatment,110.27,6.0,26.65
223,post,Budget Occasional,Southeast,treatment,764.29,10.0,25.28
224,pre,Budget Occasional,West,treatment,685.8,16.0,98.86
224,post,Budget Occasional,West,treatment,462.6,14.0,26.65
225,pre,Mainstream,Southeast,control,1334.03,17.0,233.37
225,post,Mainstream,Southeast,control,361.45,9.0,107.45
226,pre,Mainstream,West,treatment,682.18,10.0,96.23
226,post,Mainstream,West,treatment,1365.19,25.0,223.52
227,pre,Mainstream,Northeast,control,4971.95,80.0,838.46
227,post,Mainstream,Northeast,control,6139.73,93.0,918.66
228,pre,Dormant Reactivation,Southeast,control,214.16,5.0,0.0
228,post,Dormant Reactivation,Southeast,control,239.57,8.0,36.03
229,pre,Affluent Frequent,West,treatment,3574.1400000000003,22.0,336.57
229,post,Affluent Frequent,West,treatment,1608.39,23.0,716.66
230,pre,Budget Occasional,West,control,200.03,4.0,0.0
230,post,Budget Occasional,West,control,112.57,4.0,0.0
231,pre,Mainstream,Northeast,control,879.42,12.0,98.74
231,post,Mainstream,Northeast,control,937.51,15.0,66.75
232,pre,Budget Occasional,Northeast,treatment,325.75,13.0,72.45
232,post,Budget Occasional,Northeast,treatment,405.58,12.0,81.72
233,pre,Mainstream,Southeast,control,2716.73,44.0,199.67
233,post,Mainstream,Southeast,control,2386.2,45.0,447.39
234,pre,Budget Occasional,Southeast,treatment,93.35,3.0,0.0
234,post,Budget Occasional,Southeast,treatment,99.1,2.0,77.97
235,pre,Budget Occasional,Southwest,control,122.95,4.0,0.0
235,post,Budget Occasional,Southwest,control,254.81,10.0,0.0
236,pre,Budget Occasional,Southwest,control,677.9,19.0,92.77
236,post,Budget Occasional,Southwest,control,708.64,22.0,15.26
237,pre,Affluent Frequent,Northeast,control,2609.98,25.0,463.35
237,post,Affluent Frequent,Northeast,control,2559.2,26.0,354.61
238,pre,Affluent Frequent,Northeast,control,5443.05,51.0,930.98
238,post,Affluent Frequent,Northeast,control,4301.32,35.0,612.46
239,pre,Mainstream,West,control,1511.83,16.0,171.72
239,post,Mainstream,West,control,1053.92,19.0,0.0
240,pre,Affluent Frequent,Northeast,treatment,4004.63,35.0,1080.93
240,post,Affluent Frequent,Northeast,treatment,3196.93,33.0,673.79
241,pre,Mainstream,Midwest,control,782.52,13.0,70.45
241,post,Mainstream,Midwest,control,798.06,18.0,138.59
242,pre,Budget Occasional,Midwest,treatment,372.17,12.0,83.38
242,post,Budget Occasional,Midwest,treatment,201.99,8.0,33.59
243,pre,Mainstream,West,control,955.24,12.0,233.54
243,post,Mainstream,West,control,659.66,10.0,141.25
244,pre,Budget Occasional,Southwest,control,462.64,19.0,51.92
244,post,Budget Occasional,Southwest,control,790.37,21.0,141.92000000000002
245,pre,Budget Occasional,West,treatment,815.1,22.0,68.36
245,post,Budget Occasional,West,treatment,834.74,18.0,107.06
246,pre,Mainstream,Northeast,treatment,1182.11,15.0,210.75
246,post,Mainstream,Northeast,treatment,853.7,14.0,16.61
247,pre,Mainstream,West,control,1544.91,30.0,529.81
247,post,Mainstream,West,control,2749.64,33.0,217.25
248,pre,Digital Native,West,control,1733.51,43.0,573.05
248,post,Digital Native,West,control,1867.82,36.0,326.31
249,pre,Affluent Frequent,Midwest,control,2953.33,19.0,250.47000000000003
249,post,Affluent Frequent,Midwest,control,1599.72,19.0,447.69
250,pre,Mainstream,Midwest,treatment,432.71,6.0,0.0
250,post,Mainstream,Midwest,treatment,269.54,8.0,110.06
251,pre,Digital Native,Northeast,control,2475.99,52.0,641.88
251,post,Digital Native,Northeast,control,2563.79,63.0,623.24
252,pre,Mainstream,Midwest,treatment,1767.79,25.0,179.09
252,post,Mainstream,Midwest,treatment,1201.4,20.0,74.44
253,pre,Digital Native,West,treatment,561.8,16.0,144.82999999999998
253,post,Digital Native,West,treatment,1344.97,27.0,195.77
254,pre,Mainstream,Northeast,control,1487.18,26.0,365.85
254,post,Mainstream,Northeast,control,2212.34,21.0,201.78
255,pre,Budget Occasional,Northeast,control,407.59,13.0,41.41
255,post,Budget Occasional,Northeast,control,541.63,11.0,61.71
256,pre,Digital Native,Northeast,control,1865.64,42.0,461.01
256,post,Digital Native,Northeast,control,2241.25,49.0,431.37
257,pre,Mainstream,West,treatment,1050.21,13.0,89.82
257,post,Mainstream,West,treatment,500.33,10.0,116.38
258,pre,Mainstream,West,control,563.04,11.0,130.2
258,post,Mainstream,West,control,1352.28,22.0,307.35
259,pre,Digital Native,West,treatment,2367.91,47.0,431.71
259,post,Digital Native,West,treatment,2610.43,58.0,538.83
260,pre,Dormant Reactivation,Southeast,treatment,138.67,6.0,36.78
260,post,Dormant Reactivation,Southeast,treatment,432.52,6.0,20.11
261,pre,Digital Native,Southeast,control,2018.06,42.0,305.81
261,post,Digital Native,Southeast,control,1879.33,52.0,730.16
262,pre,Mainstream,Midwest,treatment,2181.39,33.0,182.95
262,post,Mainstream,Midwest,treatment,1581.84,35.0,281.4
263,pre,Mainstream,Midwest,treatment,336.23,7.0,125.22
263,post,Mainstream,Midwest,treatment,575.1,9.0,20.52
264,pre,Mainstream,Southwest,treatment,2620.76,48.0,283.06
264,post,Mainstream,Southwest,treatment,2286.24,46.0,525.72
265,pre,Mainstream,Southeast,control,1856.57,31.0,229.88
265,post,Mainstream,Southeast,control,1476.72,21.0,108.97
266,pre,Budget Occasional,Northeast,treatment,457.49,17.0,0.0
266,post,Budget Occasional,Northeast,treatment,708.92,19.0,82.15
267,pre,Affluent Frequent,Northeast,control,4723.09,50.0,1234.62
267,post,Affluent Frequent,Northeast,control,3155.11,29.0,506.4
268,pre,Budget Occasional,Southeast,control,377.2,7.0,37.09
268,post,Budget Occasional,Southeast,control,558.6800000000001,11.0,99.55
269,pre,Affluent Frequent,Southeast,control,1434.01,18.0,167.07999999999998
269,post,Affluent Frequent,Southeast,control,641.85,9.0,44.49
270,pre,Affluent Frequent,Southeast,treatment,1338.8,11.0,279.42
270,post,Affluent Frequent,Southeast,treatment,1174.51,13.0,135.2
271,pre,Budget Occasional,West,control,1093.85,15.0,17.92
271,post,Budget Occasional,West,control,289.02,9.0,20.55
272,pre,Dormant Reactivation,Southeast,control,55.25,2.0,0.0
272,post,Dormant Reactivation,Southeast,control,37.75,2.0,0.0
273,pre,Budget Occasional,Northeast,treatment,256.47,5.0,14.52
273,post,Budget Occasional,Northeast,treatment,182.49,5.0,0.0
274,pre,Budget Occasional,West,control,600.04,15.0,92.75
274,post,Budget Occasional,West,control,719.81,22.0,104.15
275,pre,Mainstream,Northeast,treatment,1183.34,18.0,245.29
275,post,Mainstream,Northeast,treatment,1433.77,29.0,326.11
276,pre,Mainstream,West,control,1754.17,23.0,115.44
276,post,Mainstream,West,control,1525.36,24.0,203.1
277,pre,Budget Occasional,Southeast,treatment,275.54,4.0,0.0
277,post,Budget Occasional,Southeast,treatment,47.58,2.0,10.97
278,pre,Dormant Reactivation,Midwest,control,180.09,6.0,32.57
278,post,Dormant Reactivation,Midwest,control,334.53,7.0,71.29
279,pre,Affluent Frequent,Midwest,treatment,2992.84,32.0,549.59
279,post,Affluent Frequent,Midwest,treatment,3680.31,39.0,805.99
280,pre,Budget Occasional,Midwest,control,79.71000000000001,3.0,21.1
280,post,Budget Occasional,Midwest,control,129.17000000000002,3.0,0.0
281,pre,Mainstream,West,treatment,2366.18,47.0,599.61
281,post,Mainstream,West,treatment,2503.35,46.0,555.66
282,pre,Mainstream,Northeast,control,612.43,11.0,40.83
282,post,Mainstream,Northeast,control,643.23,9.0,123.89
283,pre,Budget Occasional,Southeast,treatment,187.19,9.0,19.75
283,post,Budget Occasional,Southeast,treatment,330.32,9.0,76.47
284,pre,Digital Native,Midwest,treatment,1906.47,45.0,421.66
284,post,Digital Native,Midwest,treatment,1892.78,42.0,515.42
285,pre,Affluent Frequent,West,control,6445.42,52.0,968.31
285,post,Affluent Frequent,West,control,5031.64,58.0,975.56
286,pre,Digital Native,Midwest,treatment,2327.55,54.0,525.7
286,post,Digital Native,Midwest,treatment,2202.21,50.0,506.42
287,pre,Mainstream,Southeast,treatment,1649.18,28.0,199.33
287,post,Mainstream,Southeast,treatment,1407.63,26.0,492.75
288,pre,Affluent Frequent,Southeast,control,2336.0,34.0,912.63
288,post,Affluent Frequent,Southeast,control,3786.74,38.0,996.02
289,pre,Budget Occasional,Southwest,control,209.22,8.0,119.25
289,post,Budget Occasional,Southwest,control,279.44,8.0,0.0
290,pre,Digital Native,Southwest,treatment,345.46,15.0,101.39
290,post,Digital Native,Southwest,treatment,623.34,27.0,335.54
291,pre,Digital Native,Northeast,treatment,1639.44,46.0,606.84
291,post,Digital Native,Northeast,treatment,2178.6,47.0,543.72
292,pre,Digital Native,Southwest,control,1653.38,44.0,521.65
292,post,Digital Native,Southwest,control,2135.19,49.0,236.03
293,pre,Dormant Reactivation,West,control,733.55,17.0,92.1
293,post,Dormant Reactivation,West,control,902.42,16.0,100.44
294,pre,Budget Occasional,Southeast,treatment,410.26,12.0,80.65
294,post,Budget Occasional,Southeast,treatment,198.25,9.0,37.84
295,pre,Mainstream,Northeast,treatment,716.08,10.0,118.43
295,post,Mainstream,Northeast,treatment,514.6800000000001,8.0,68.42
296,pre,Mainstream,Southeast,treatment,2007.34,42.0,393.77
296,post,Mainstream,Southeast,treatment,1842.37,35.0,181.0
297,pre,Affluent Frequent,Southwest,treatment,4895.81,55.0,739.89
297,post,Affluent Frequent,Southwest,treatment,4309.1,55.0,914.03
298,pre,Mainstream,Midwest,control,1218.82,28.0,185.26
298,post,Mainstream,Midwest,control,1018.48,20.0,83.53
299,pre,Digital Native,Midwest,treatment,556.11,16.0,161.11
299,post,Digital Native,Midwest,treatment,553.03,12.0,90.89
300,pre,Dormant Reactivation,Northeast,control,299.55,7.0,112.19
300,post,Dormant Reactivation,Northeast,control,252.38,4.0,0.0
301,pre,Budget Occasional,Midwest,control,506.5700000000001,15.0,0.0
301,post,Budget Occasional,Midwest,control,675.6899999999999,15.0,16.43
302,pre,Budget Occasional,Northeast,treatment,1382.0,30.0,102.1
302,post,Budget Occasional,Northeast,treatment,1048.78,27.0,104.39
303,pre,Dormant Reactivation,West,treatment,153.46,6.0,42.64
303,post,Dormant Reactivation,West,treatment,322.17,5.0,143.32
304,pre,Dormant Reactivation,Southeast,treatment,176.16,6.0,70.43
304,post,Dormant Reactivation,Southeast,treatment,185.64,4.0,0.0
305,pre,Affluent Frequent,Northeast,treatment,2209.39,29.0,361.61
305,post,Affluent Frequent,Northeast,treatment,3682.44,38.0,1239.3
306,pre,Budget Occasional,West,control,496.53,15.0,35.66
306,post,Budget Occasional,West,control,281.64,8.0,64.46000000000001
307,pre,Mainstream,West,control,891.13,13.0,92.46
307,post,Mainstream,West,control,1435.54,14.0,124.54
308,pre,Budget Occasional,Southeast,control,734.24,14.0,37.07
308,post,Budget Occasional,Southeast,control,932.57,24.0,97.22
309,pre,Mainstream,West,treatment,1661.72,24.0,246.7
309,post,Mainstream,West,treatment,1388.0,23.0,318.28
310,pre,Budget Occasional,Midwest,control,312.52,8.0,210.29
310,post,Budget Occasional,Midwest,control,431.63,10.0,94.59
311,pre,Dormant Reactivation,West,control,951.11,17.0,116.46
311,post,Dormant Reactivation,West,control,1172.1,22.0,112.49
312,pre,Digital Native,Southeast,control,2158.12,71.0,785.6800000000001
312,post,Digital Native,Southeast,control,2010.79,52.0,388.68
313,pre,Budget Occasional,West,treatment,259.15,3.0,0.0
313,post,Budget Occasional,West,treatment,48.94,3.0,0.0
314,pre,Budget Occasional,Northeast,treatment,714.09,6.0,0.0
314,post,Budget Occasional,Northeast,treatment,343.72,7.0,14.98
315,pre,Affluent Frequent,Midwest,treatment,4025.43,39.0,814.69
315,post,Affluent Frequent,Midwest,treatment,2937.06,45.0,835.62
316,pre,Mainstream,West,treatment,833.26,12.0,201.29
316,post,Mainstream,West,treatment,1132.81,15.0,256.24
317,pre,Digital Native,Northeast,control,2209.23,49.0,343.38
317,post,Digital Native,Northeast,control,3029.58,64.0,593.79
318,pre,Mainstream,West,control,1167.92,23.0,204.81
318,post,Mainstream,West,control,1225.11,19.0,291.5
319,pre,Mainstream,Northeast,treatment,2963.5,41.0,184.96
319,post,Mainstream,Northeast,treatment,2993.84,42.0,439.99
320,pre,Dormant Reactivation,Southwest,treatment,44.84,1.0,0.0
320,post,Dormant Reactivation,Southwest,treatment,166.66,2.0,0.0
321,pre,Dormant Reactivation,West,treatment,268.05,6.0,36.23
321,post,Dormant Reactivation,West,treatment,188.15,6.0,20.33
322,pre,Affluent Frequent,Southwest,control,3074.54,29.0,897.62
322,post,Affluent Frequent,Southwest,control,3621.21,38.0,623.86
323,pre,Digital Native,West,treatment,2646.15,58.0,541.0600000000001
323,post,Digital Native,West,treatment,4506.77,81.0,1072.75
324,pre,Budget Occasional,West,control,740.99,16.0,66.12
324,post,Budget Occasional,West,control,843.65,17.0,88.7
325,pre,Dormant Reactivation,West,treatment,520.02,10.0,14.02
325,post,Dormant Reactivation,West,treatment,195.88,7.0,78.19999999999999
326,pre,Digital Native,Midwest,control,1295.05,31.0,234.25
326,post,Digital Native,Midwest,control,1088.99,24.0,170.24
327,pre,Mainstream,Southwest,control,1006.9,14.0,12.37
327,post,Mainstream,Southwest,control,746.62,15.0,117.4
328,pre,Budget Occasional,Northeast,treatment,344.06,11.0,60.260000000000005
328,post,Budget Occasional,Northeast,treatment,697.04,14.0,33.56
329,pre,Budget Occasional,Southwest,control,454.52,17.0,85.45
329,post,Budget Occasional,Southwest,control,361.29,11.0,0.0
330,pre,Mainstream,Midwest,control,1369.05,23.0,158.46
330,post,Mainstream,Midwest,control,971.97,15.0,109.06
331,pre,Affluent Frequent,Southwest,control,2846.75,29.0,589.12
331,post,Affluent Frequent,Southwest,control,2828.63,21.0,269.09
332,pre,Mainstream,Southeast,control,139.84,4.0,0.0
332,post,Mainstream,Southeast,control,629.36,10.0,0.0
333,pre,Budget Occasional,West,treatment,337.78,8.0,12.54
333,post,Budget Occasional,West,treatment,153.85,6.0,99.62
334,pre,Affluent Frequent,Northeast,treatment,3539.68,33.0,575.25
334,post,Affluent Frequent,Northeast,treatment,4133.98,45.0,1155.68
335,pre,Mainstream,Northeast,control,1294.89,25.0,338.09000000000003
335,post,Mainstream,Northeast,control,2565.46,35.0,435.92
336,pre,Budget Occasional,Northeast,control,398.59,10.0,0.0
336,post,Budget Occasional,Northeast,control,365.46,11.0,72.39
337,pre,Digital Native,Midwest,control,1582.82,34.0,250.3
337,post,Digital Native,Midwest,control,1693.4,44.0,395.48
338,pre,Budget Occasional,Midwest,treatment,477.74,11.0,143.06
338,post,Budget Occasional,Midwest,treatment,463.4,13.0,8.23
339,pre,Budget Occasional,West,control,91.8,4.0,0.0
339,post,Budget Occasional,West,control,137.63000000000002,4.0,0.0
340,pre,Mainstream,West,treatment,3636.57,50.0,483.15
340,post,Mainstream,West,treatment,3597.36,53.0,682.59
341,pre,Mainstream,Northeast,control,2517.82,31.0,186.96
341,post,Mainstream,Northeast,control,2926.66,37.0,335.75
342,pre,Mainstream,West,control,778.1999999999999,14.0,128.39
342,post,Mainstream,West,control,1036.99,16.0,93.68
343,pre,Mainstream,Southeast,control,1016.07,19.0,133.18
343,post,Mainstream,Southeast,control,968.01,20.0,155.21
344,pre,Mainstream,West,control,3033.86,41.0,692.34
344,post,Mainstream,West,control,2007.38,37.0,161.10000000000002
345,pre,Mainstream,Southeast,control,2019.39,31.0,319.75
345,post,Mainstream,Southeast,control,1643.35,27.0,237.97
346,pre,Affluent Frequent,Midwest,control,1450.96,17.0,297.18
346,post,Affluent Frequent,Midwest,control,2472.96,22.0,337.19
347,pre,Affluent Frequent,West,control,4819.1,48.0,1096.81
347,post,Affluent Frequent,West,control,3974.42,32.0,749.76
348,pre,Mainstream,Midwest,control,3205.14,53.0,399.91
348,post,Mainstream,Midwest,control,1974.45,39.0,355.67
349,pre,Digital Native,Southeast,treatment,1121.81,31.0,290.27
349,post,Digital Native,Southeast,treatment,1595.46,45.0,496.66
350,pre,Digital Native,West,treatment,1060.81,29.0,433.81
350,post,Digital Native,West,treatment,2024.93,48.0,470.39
351,pre,Mainstream,Midwest,treatment,397.32,11.0,19.91
351,post,Mainstream,Midwest,treatment,806.87,12.0,43.88
352,pre,Mainstream,Northeast,control,131.86,1.0,0.0
352,post,Mainstream,Northeast,control,612.8,8.0,87.25999999999999
353,pre,Budget Occasional,Southwest,control,464.96,14.0,52.71
353,post,Budget Occasional,Southwest,control,382.16,9.0,0.0
354,pre,Digital Native,Southeast,treatment,438.46,11.0,71.76
354,post,Digital Native,Southeast,treatment,876.28,24.0,247.16000000000005
355,pre,Mainstream,Northeast,control,220.6,6.0,43.87
355,post,Mainstream,Northeast,control,862.8100000000001,16.0,47.94
356,pre,Budget Occasional,Southeast,treatment,657.49,15.0,31.61
356,post,Budget Occasional,Southeast,treatment,255.33,11.0,65.85
357,pre,Budget Occasional,Northeast,control,614.7900000000001,15.0,74.66999999999999
357,post,Budget Occasional,Northeast,control,738.1,22.0,76.28
358,pre,Mainstream,Southeast,control,825.89,17.0,124.2
358,post,Mainstream,Southeast,control,499.16,10.0,42.39
359,pre,Affluent Frequent,Southeast,control,1360.01,17.0,211.11
359,post,Affluent Frequent,Southeast,control,2323.52,27.0,320.78
360,pre,Affluent Frequent,Southeast,treatment,2751.41,31.0,539.5899999999999
360,post,Affluent Frequent,Southeast,treatment,3343.0,35.0,545.9300000000001
361,pre,Budget Occasional,West,treatment,405.84,12.0,64.13
361,post,Budget Occasional,West,treatment,502.05,12.0,131.17000000000002
362,pre,Affluent Frequent,Midwest,treatment,1696.15,21.0,401.27
362,post,Affluent Frequent,Midwest,treatment,2478.62,20.0,292.23
363,pre,Affluent Frequent,Southeast,control,913.32,9.0,174.83
363,post,Affluent Frequent,Southeast,control,315.87,5.0,69.36
364,pre,Affluent Frequent,Northeast,control,3426.79,31.0,832.92
364,post,Affluent Frequent,Northeast,control,6397.32,50.0,957.55
365,pre,Mainstream,Northeast,control,1871.78,30.0,348.59000000000003
365,post,Mainstream,Northeast,control,1375.75,21.0,215.78
366,pre,Budget Occasional,Southwest,control,114.96,4.0,64.99
366,post,Budget Occasional,Southwest,control,484.75,13.0,14.78
367,pre,Dormant Reactivation,Southwest,control,146.38,6.0,0.0
367,post,Dormant Reactivation,Southwest,control,476.99,9.0,40.52
368,pre,Budget Occasional,West,control,438.79,10.0,55.58
368,post,Budget Occasional,West,control,724.77,15.0,82.12
369,pre,Budget Occasional,Southwest,control,383.42,12.0,40.54
369,post,Budget Occasional,Southwest,control,267.16,7.0,13.1
370,pre,Affluent Frequent,Northeast,control,7667.73,74.0,1472.36
370,post,Affluent Frequent,Northeast,control,7119.59,67.0,1686.46
