customer_id,segment,region,group,tenure_months,activity_index
589,Mainstream,West,treatment,109,0.7253
590,Affluent Frequent,West,control,6,1.0468
591,Mainstream,West,control,88,0.8997
592,Affluent Frequent,Southeast,treatment,112,0.6964
593,Mainstream,Southwest,control,74,0.9112
594,Affluent Frequent,Midwest,treatment,28,0.9972
595,Mainstream,Northeast,control,58,0.7562
596,Affluent Frequent,Southwest,treatment,89,1.4102
597,Mainstream,Midwest,treatment,46,1.006
598,Budget Occasional,Northeast,treatment,64,2.5298
599,Dormant Reactivation,Northeast,treatment,14,1.4531
600,Budget Occasional,West,control,88,0.3786
601,Budget Occasional,Southeast,treatment,93,0.6631
602,Budget Occasional,Northeast,control,20,0.479
603,Mainstream,Northeast,treatment,24,0.8258
604,Dormant Reactivation,Southwest,treatment,14,1.0136
605,Digital Native,West,treatment,69,1.0269
606,Budget Occasional,Northeast,control,78,1.2708
607,Affluent Frequent,Southeast,control,48,0.8664
608,Digital Native,Southeast,treatment,44,0.7469
609,Digital Native,Southeast,control,115,0.9212
610,Mainstream,Southeast,control,6,1.4294
611,Mainstream,Southeast,treatment,93,0.7488
612,Affluent Frequent,West,treatment,13,1.7304
613,Mainstream,Midwest,treatment,51,0.3684
614,Mainstream,Southwest,control,93,1.3232
615,Budget Occasional,Southwest,treatment,12,2.6012
616,Budget Occasional,Northeast,control,65,1.0904
617,Mainstream,Southwest,treatment,7,0.5533
618,Budget Occasional,Midwest,treatment,29,0.4457
619,Budget Occasional,Northeast,treatment,4,0.8741
620,Mainstream,West,treatment,68,0.6744
621,Dormant Reactivation,Northeast,treatment,42,1.3702
622,Digital Native,Northeast,control,9,0.7119
623,Digital Native,Southwest,treatment,74,1.3155
624,Affluent Frequent,West,control,62,0.3516
625,Affluent Frequent,Midwest,control,43,0.968
626,Mainstream,West,treatment,103,0.3904
627,Dormant Reactivation,Midwest,treatment,101,1.3633
628,Mainstream,Midwest,treatment,74,1.0263
629,Affluent Frequent,Northeast,treatment,12,1.3589
630,Mainstream,West,control,41,0.9493
631,Mainstream,Northeast,treatment,84,1.4627
632,Budget Occasional,West,treatment,25,1.0068
633,Mainstream,Southeast,treatment,115,0.8485
634,Mainstream,Midwest,control,78,0.4484
635,Budget Occasional,West,control,88,0.4207
636,Digital Native,Southeast,control,64,0.7113
637,Mainstream,West,treatment,50,1.1394
638,Budget Occasional,Southeast,treatment,41,0.9795
639,Digital Native,Southeast,treatment,4,0.689
640,Dormant Reactivation,Midwest,control,91,0.7894
641,Dormant Reactivation,Northeast,treatment,29,1.3639
642,Mainstream,West,treatment,17,1.4511
643,Affluent Frequent,Southeast,treatment,72,1.6356
644,Mainstream,Southeast,treatment,92,0.701
645,Mainstream,West,treatment,49,1.8277
646,Dormant Reactivation,Northeast,treatment,48,1.2732
647,Affluent Frequent,Southwest,treatment,11,0.3644
648,Mainstream,Southwest,control,115,1.6877
649,Budget Occasional,Southeast,control,27,0.8702
650,Budget Occasional,Southwest,treatment,31,1.2363
651,Affluent Frequent,Northeast,control,12,1.1174
652,Dormant Reactivation,West,treatment,98,1.0874
653,Affluent Frequent,Northeast,control,118,1.0266
654,Mainstream,Midwest,treatment,36,1.0968
655,Digital Native,West,treatment,51,1.6244
656,Mainstream,West,control,55,1.1957
657,Dormant Reactivation,Midwest,treatment,90,0.9769
658,Mainstream,Midwest,treatment,18,0.4824
659,Affluent Frequent,West,treatment,16,2.6046
660,Digital Native,Midwest,control,4,1.949
661,Affluent Frequent,Southwest,control,70,0.2708
662,Affluent Frequent,Southeast,control,20,0.6792
663,Budget Occasional,Southwest,treatment,90,1.0797
664,Dormant Reactivation,Southwest,control,36,1.3076
665,Digital Native,Midwest,treatment,103,0.8255
666,Dormant Reactivation,Northeast,treatment,98,1.5297
667,Budget Occasional,Southeast,control,59,1.3271
668,Digital Native,Northeast,treatment,111,1.4789
669,Affluent Frequent,Southeast,control,27,1.1377
670,Digital Native,Southeast,treatment,38,1.6588
671,Mainstream,West,control,66,2.3414
672,Mainstream,West,control,70,0.394
673,Budget Occasional,West,control,94,0.4161
674,Dormant Reactivation,West,treatment,26,0.7874
675,Dormant Reactivation,West,control,52,0.5641
676,Budget Occasional,Northeast,control,33,0.569
677,Digital Native,Southwest,treatment,59,0.53
678,Mainstream,Midwest,treatment,119,3.0998
679,Budget Occasional,Southeast,control,104,0.6866
680,Affluent Frequent,Southwest,control,5,0.4055
681,Dormant Reactivation,Midwest,control,116,0.594
682,Dormant Reactivation,Southeast,control,18,1.0768
683,Mainstream,Southwest,treatment,11,1.2215
684,Dormant Reactivation,Southeast,control,98,0.8371
685,Budget Occasional,Southeast,control,88,2.5406
686,Affluent Frequent,Midwest,treatment,102,0.5272
687,Mainstream,Southeast,treatment,32,1.0436
688,Digital Native,Southeast,control,115,0.636
689,Budget Occasional,Southwest,treatment,89,1.0432
690,Affluent Frequent,Southeast,control,67,0.703
691,Mainstream,Northeast,treatment,32,1.1074
692,Digital Native,Southeast,treatment,72,0.4005
693,Mainstream,Southeast,treatment,119,1.0977
694,Mainstream,Southwest,treatment,14,0.4055
695,Digital Native,Midwest,treatment,65,0.3805
696,Mainstream,West,treatment,15,0.4391
697,Affluent Frequent,Midwest,treatment,52,1.1626
698,Budget Occasional,Midwest,treatment,48,0.6458
699,Digital Native,Northeast,treatment,119,1.0915
700,Mainstream,Southeast,treatment,90,1.6816
701,Affluent Frequent,Southeast,control,97,0.3709
702,Digital Native,Northeast,control,57,0.656
703,Affluent Frequent,Southeast,control,52,1.0441
704,Affluent Frequent,Southwest,control,118,0.5853
705,Mainstream,West,treatment,120,1.5617
706,Budget Occasional,Northeast,treatment,46,1.1676
707,Affluent Frequent,Midwest,treatment,111,0.9686
708,Budget Occasional,Northeast,control,39,0.5707
709,Digital Native,Southeast,treatment,20,0.3026
710,Affluent Frequent,Midwest,treatment,100,0.5303
711,Mainstream,West,control,62,0.7355
712,Mainstream,Northeast,treatment,116,1.5657
713,Digital Native,Midwest,control,51,0.9327
714,Mainstream,Northeast,control,23,1.0954
715,Affluent Frequent,West,treatment,72,1.8866
716,Digital Native,Northeast,control,23,2.7145
717,Affluent Frequent,Southeast,treatment,33,1.1038
718,Budget Occasional,West,treatment,32,1.1559
719,Dormant Reactivation,Southwest,treatment,74,0.7219
720,Mainstream,Southeast,treatment,119,1.1543
721,Mainstream,Northeast,control,92,1.251
722,Budget Occasional,Northeast,control,48,2.2322
723,Mainstream,Midwest,control,89,2.1902
724,Mainstream,West,treatment,64,0.7212
725,Mainstream,Southeast,control,119,1.7344
726,Budget Occasional,Southeast,treatment,81,0.835
727,Digital Native,West,control,114,0.8523
728,Budget Occasional,Northeast,treatment,76,1.6131
729,Budget Occasional,Midwest,treatment,79,0.5948
730,Mainstream,Southeast,treatment,53,0.1931
731,Mainstream,Southeast,treatment,12,0.7878
732,Digital Native,Northeast,treatment,36,1.8937
733,Digital Native,Northeast,treatment,80,0.581
734,Dormant Reactivation,Midwest,control,32,0.7567
735,Budget Occasional,Midwest,treatment,39,0.5789
736,Budget Occasional,West,control,36,0.9854
737,Affluent Frequent,Southeast,treatment,105,1.7552
738,Digital Native,Southeast,treatment,64,0.7222
739,Budget Occasional,Southeast,control,107,0.3908
740,Budget Occasional,West,control,45,0.7798
741,Dormant Reactivation,Northeast,control,60,0.9731
742,Budget Occasional,Southeast,control,115,0.4834
743,Budget Occasional,Midwest,treatment,72,0.4219
744,Budget Occasional,Midwest,control,72,0.4757
745,Dormant Reactivation,Southwest,control,18,0.4824
746,Digital Native,Midwest,control,41,1.5055
747,Mainstream,Northeast,control,110,1.5958
748,Budget Occasional,Southeast,control,117,1.426
749,Mainstream,West,treatment,9,0.2467
750,Mainstream,Southwest,control,49,0.7654
751,Affluent Frequent,Northeast,control,61,1.4961
752,Digital Native,Northeast,treatment,39,0.6708
753,Digital Native,Midwest,treatment,66,1.0947
754,Mainstream,Southeast,control,72,1.2471
755,Digital Native,West,treatment,69,0.4904
756,Mainstream,West,treatment,21,0.6813
757,Mainstream,Southwest,control,39,0.5185
758,Dormant Reactivation,Midwest,treatment,117,0.9636
759,Budget Occasional,Southwest,control,64,0.6287
760,Mainstream,Northeast,treatment,95,0.6651
761,Budget Occasional,West,control,82,1.4145
762,Mainstream,Midwest,control,10,0.816
763,Mainstream,Northeast,control,102,0.779
764,Digital Native,West,control,57,0.439
765,Budget Occasional,Southeast,control,37,0.7459
766,Affluent Frequent,Northeast,control,60,1.3351
767,Dormant Reactivation,Northeast,treatment,65,1.0484
768,Budget Occasional,West,treatment,23,1.1975
769,Budget Occasional,West,control,109,1.187
770,Budget Occasional,Southeast,treatment,103,2.1185
771,Digital Native,Midwest,treatment,8,0.8543
772,Budget Occasional,Southeast,treatment,62,1.1619
773,Dormant Reactivation,Midwest,treatment,101,0.5008
774,Affluent Frequent,Southwest,control,38,1.9889
775,Mainstream,Southwest,control,32,0.8291
776,Mainstream,West,control,45,0.1577
777,Dormant Reactivation,West,treatment,77,0.4388
778,Budget Occasional,Midwest,treatment,7,0.5878
779,Budget Occasional,Southeast,treatment,34,1.3582
780,Budget Occasional,Northeast,treatment,38,1.0037
781,Mainstream,Midwest,treatment,30,2.09
782,Affluent Frequent,Northeast,treatment,115,1.2186
783,Mainstream,Southeast,treatment,115,0.6504
784,Affluent Frequent,Northeast,control,103,0.7357
785,Digital Native,Southeast,control,72,0.6648
786,Digital Native,Southwest,control,64,1.0371
787,Affluent Frequent,West,control,117,1.0072
788,Affluent Frequent,Northeast,control,110,0.4408
789,Mainstream,West,control,84,0.8077
790,Dormant Reactivation,Midwest,treatment,49,0.9569
791,Budget Occasional,Midwest,control,65,0.7215
792,Affluent Frequent,Midwest,control,26,0.672
793,Budget Occasional,Southeast,treatment,89,0.987
794,Affluent Frequent,West,treatment,31,1.3658
795,Budget Occasional,West,control,89,0.6594
796,Mainstream,Southeast,control,113,0.688
797,Dormant Reactivation,Northeast,treatment,54,0.6819
798,Budget Occasional,West,treatment,57,1.3118
799,Dormant Reactivation,Southeast,treatment,106,0.4492
800,Budget Occasional,Southeast,control,31,0.6454
801,Mainstream,Southwest,treatment,47,1.0721
802,Mainstream,Midwest,control,49,1.0752
803,Mainstream,Midwest,control,105,0.6204
804,Dormant Reactivation,Midwest,treatment,94,0.5649
805,Affluent Frequent,West,control,66,0.5191
806,Affluent Frequent,Southwest,control,76,1.4948
807,Dormant Reactivation,West,treatment,111,0.7692
808,Affluent Frequent,Southwest,treatment,109,0.2324
809,Budget Occasional,Northeast,control,68,0.5514
810,Affluent Frequent,Southeast,treatment,120,1.5741
811,Mainstream,West,control,111,0.5926
812,Budget Occasional,Southeast,control,85,1.2924
813,Mainstream,Southeast,control,3,0.7532
814,Digital Native,Midwest,control,115,1.6138
815,Mainstream,Northeast,control,5,1.6075
816,Affluent Frequent,Northeast,control,104,0.76
817,Mainstream,Southwest,control,96,0.5721
818,Dormant Reactivation,West,control,96,0.7948
819,Budget Occasional,West,control,96,0.9441
820,Mainstream,Southeast,treatment,27,1.4361
821,Budget Occasional,Northeast,control,38,0.8704
822,Mainstream,Midwest,treatment,28,0.6545
823,Mainstream,West,treatment,82,0.772
824,Mainstream,Midwest,control,23,1.0049
825,Affluent Frequent,West,control,61,0.4228
826,Mainstream,West,control,28,0.1783
827,Dormant Reactivation,Southwest,control,101,2.5406
828,Budget Occasional,West,treatment,41,0.5129
829,Dormant Reactivation,Midwest,control,117,1.051
830,Dormant Reactivation,Midwest,treatment,77,0.5053
831,Affluent Frequent,Northeast,control,111,1.4273
832,Mainstream,Northeast,treatment,73,1.2494
833,Affluent Frequent,Southeast,control,60,0.8979
834,Affluent Frequent,Southeast,control,89,1.5005
835,Mainstream,Southeast,control,72,1.0175
836,Mainstream,Midwest,control,98,1.0075
837,Budget Occasional,Northeast,treatment,111,0.2259
838,Budget Occasional,Southeast,control,107,0.563
839,Mainstream,Southeast,control,118,0.9974
840,Budget Occasional,West,treatment,117,0.4688
841,Budget Occasional,Southeast,control,10,1.7633
842,Affluent Frequent,Midwest,treatment,35,1.3144
843,Affluent Frequent,West,control,32,0.5996
844,Dormant Reactivation,Southwest,treatment,7,1.2865
845,Mainstream,Midwest,control,60,0.2092
846,Affluent Frequent,Northeast,treatment,118,0.7947
847,Mainstream,Northeast,control,106,0.862
848,Affluent Frequent,Southeast,control,103,1.3984
849,Mainstream,West,treatment,65,1.2403
850,Mainstream,Southeast,treatment,36,1.7566
851,Affluent Frequent,Northeast,treatment,6,0.7118
852,Mainstream,Northeast,treatment,30,2.6259
853,Affluent Frequent,Midwest,control,11,0.6588
854,Digital Native,West,control,101,1.4288
855,Digital Native,West,treatment,111,0.2022
856,Budget Occasional,Southeast,control,118,0.3488
857,Mainstream,West,control,42,1.6103
858,Digital Native,Northeast,control,43,0.715
859,Budget Occasional,Midwest,treatment,76,0.1995
860,Affluent Frequent,West,treatment,87,0.8722
861,Affluent Frequent,Northeast,control,39,1.8192
862,Budget Occasional,Midwest,control,4,0.345
863,Dormant Reactivation,West,control,99,0.9493
864,Digital Native,West,control,118,0.6942
865,Mainstream,West,control,108,1.0156
866,Affluent Frequent,Midwest,control,91,0.5478
867,Budget Occasional,Southeast,control,95,1.1333
868,Digital Native,Southeast,treatment,38,0.4734
869,Budget Occasional,Southeast,treatment,73,1.016
870,Affluent Frequent,Northeast,control,100,0.9983
871,Digital Native,Midwest,control,53,0.6507
872,Budget Occasional,West,treatment,97,0.6811
873,Dormant Reactivation,Southeast,treatment,59,0.613
874,Digital Native,West,treatment,84,1.3333
875,Dormant Reactivation,West,control,115,0.9794
876,Mainstream,Southeast,control,36,1.044
877,Affluent Frequent,Midwest,control,119,0.1262
878,Mainstream,West,control,8,1.0905
879,Budget Occasional,Midwest,treatment,110,1.8006
880,Mainstream,Northeast,treatment,4,0.2715
881,Mainstream,West,control,88,0.6402
882,Mainstream,West,treatment,52,2.4796
883,Affluent Frequent,Southeast,treatment,88,0.2577
884,Dormant Reactivation,Southeast,treatment,57,0.5429
885,Budget Occasional,Southeast,control,79,0.3643
886,Digital Native,Southeast,treatment,30,0.7104
887,Digital Native,Southeast,treatment,20,0.7273
888,Budget Occasional,Midwest,treatment,39,0.9093
889,Affluent Frequent,Midwest,control,20,1.5737
890,Affluent Frequent,Midwest,treatment,93,1.1588
891,Dormant Reactivation,Midwest,treatment,10,0.6872
892,Dormant Reactivation,Southeast,treatment,7,1.7688
893,Digital Native,Southwest,control,106,0.4872
894,Budget Occasional,Southeast,control,85,0.884
895,Mainstream,Midwest,control,88,1.3612
896,Affluent Frequent,Northeast,control,105,1.1927
897,Affluent Frequent,Southeast,control,87,1.373
898,Mainstream,Southeast,control,66,0.6067
899,Digital Native,Southeast,control,57,1.1655
900,Mainstream,Southeast,control,81,2.2128
901,Dormant Reactivation,Southeast,control,58,0.3036
902,Affluent Frequent,Southeast,treatment,77,0.8607
903,Dormant Reactivation,Southeast,control,118,0.992
904,Dormant Reactivation,Northeast,treatment,54,0.5461
905,Digital Native,Midwest,control,119,2.0634
906,Budget Occasional,Northeast,control,58,1.3089
907,Dormant Reactivation,Midwest,treatment,11,1.0683
908,Budget Occasional,West,control,63,1.215
909,Budget Occasional,Southwest,control,103,2.1073
910,Dormant Reactivation,West,control,27,0.5233
911,Mainstream,West,treatment,44,0.6279
912,Digital Native,Midwest,control,56,2.4642
913,Budget Occasional,Midwest,control,104,1.1064
914,Budget Occasional,Midwest,treatment,26,1.3964
915,Mainstream,Southeast,treatment,56,0.2018
916,Mainstream,Southeast,control,3,1.1204
917,Mainstream,Northeast,treatment,109,1.3597
918,Dormant Reactivation,Southeast,treatment,38,2.0912
919,Affluent Frequent,Southeast,control,84,0.9678
920,Digital Native,Northeast,treatment,22,1.5368
921,Affluent Frequent,Northeast,treatment,76,1.0117
922,Mainstream,Southeast,treatment,51,1.461
923,Budget Occasional,Southeast,treatment,69,1.9022
924,Affluent Frequent,Southeast,treatment,95,0.5427
925,Digital Native,Midwest,control,9,1.4407
926,Budget Occasional,Midwest,treatment,21,0.5202
927,Digital Native,Southeast,control,108,0.7634
928,Dormant Reactivation,Southeast,control,21,1.0623
929,Digital Native,Southeast,treatment,55,0.5625
930,Digital Native,Southwest,treatment,89,0.9259
931,Budget Occasional,Northeast,treatment,68,1.0676
932,Digital Native,Midwest,control,60,1.1504
933,Digital Native,Northeast,treatment,75,0.8213
934,Budget Occasional,Midwest,treatment,81,1.214
935,Budget Occasional,Midwest,treatment,37,0.4731
936,Budget Occasional,Southeast,control,29,0.9963
937,Budget Occasional,Southeast,control,105,1.6144
938,Affluent Frequent,West,control,42,0.4657
939,Affluent Frequent,West,treatment,28,0.5001
940,Affluent Frequent,Midwest,treatment,61,2.0765
941,Digital Native,West,treatment,82,1.1511
942,Digital Native,Southeast,treatment,71,0.8172
943,Affluent Frequent,Southwest,control,96,0.5465
944,Digital Native,West,treatment,118,1.4069
945,Affluent Frequent,Southeast,treatment,4,1.6264
946,Affluent Frequent,Southeast,treatment,18,0.2975
947,Mainstream,Southeast,control,61,3.0231
948,Mainstream,Southeast,control,118,1.1686
949,Budget Occasional,Northeast,treatment,9,1.9163
950,Affluent Frequent,Midwest,treatment,85,0.8876
951,Budget Occasional,Midwest,treatment,27,0.7517
952,Digital Native,Midwest,control,99,1.3365
